公金支出情報（令和　７年　７月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,支払額（円）
政策企画局,総務部,総務課,令和07年07月17日,一般会計,総務費,政策企画費,管理費,役務費,Ｗｉ－ｆｉの借入れ（６月分）,"33,000 "
政策企画局,総務部,総務課,令和07年07月17日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,新聞（一般日刊紙）の購入（６月分）,"38,980 "
政策企画局,総務部,総務課,令和07年07月17日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,AED及び収納ボックスの借入れに係る支払（６月分）,"18,150 "
政策企画局,総務部,総務課,令和07年07月23日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,雑誌の購入（６月分）,"11,250 "
政策企画局,総務部,総務課,令和07年07月25日,一般会計,総務費,建築保全費,営繕費,工事請負費,都庁第一本庁舎11階電気設備改修工事,"969,980 "
政策企画局,総務部,総務課,令和07年07月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る継続支払（６月分）,"13,069 "
政策企画局,総務部,総務課,令和07年07月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る継続支払（６月分）,"20,705 "
政策企画局,総務部,総務課,令和07年07月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る継続支払（６月分）,"31,389 "
政策企画局,総務部,総務課,令和07年07月25日,一般会計,総務費,政策企画費,管理費,旅費　普通旅費,R7年度行政経営研修受講に係る旅費の支出,"2,016 "
政策企画局,総務部,総務課,令和07年07月28日,一般会計,総務費,政策企画費,管理費,役務費,携帯電話料金の支払について（災害時優先電話６月分）,"1,081 "
政策企画局,総務部,秘書課,令和07年07月03日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ペーパーレス会議システム及びタブレット端末の借入れ,"341,682 "
政策企画局,総務部,秘書課,令和07年07月03日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,鉢付植物の借り入れ,"24,200 "
政策企画局,総務部,秘書課,令和07年07月03日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,生け花及び造花の購入,"37,950 "
政策企画局,総務部,秘書課,令和07年07月04日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,新聞の購入に係る支出について（6月分）,"156,950 "
政策企画局,総務部,秘書課,令和07年07月07日,一般会計,総務費,政策企画費,管理費,役務費,電話料金（非常通報装置）の払込みについて(6月分）,"5,506 "
政策企画局,総務部,秘書課,令和07年07月08日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,大型ディスプレイの借入れに係る支出について(6月分),"38,500 "
政策企画局,総務部,秘書課,令和07年07月08日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,切り花の購入に係る支出(4～6月分),"127,985 "
政策企画局,総務部,秘書課,令和07年07月08日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,少額支払案件に係る前渡金の支出(一般需用費・7月分),"101,747 "
政策企画局,総務部,秘書課,令和07年07月08日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る前渡金の支出(役務費・7月分),"11,420 "
政策企画局,総務部,秘書課,令和07年07月08日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,ようかんの購入に係る支出について（4～6月分）,"75,785 "
政策企画局,総務部,秘書課,令和07年07月08日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,卓上装花の購入に係る支出について(4～6月分),"137,115 "
政策企画局,総務部,秘書課,令和07年07月10日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,複写サービスに関する契約に係る支出について(6月分),"263,477 "
政策企画局,総務部,秘書課,令和07年07月23日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,生花花籠の購入にかかる支出について（６月分）,"39,600 "
政策企画局,総務部,秘書課,令和07年07月25日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,雑誌の購入(概算契約)に係る支出について(4～6月分),"298,854 "
政策企画局,総務部,秘書課,令和07年07月28日,一般会計,総務費,政策企画費,管理費,役務費,通信料金の払込みについて（6月分）,"175,670 "
政策企画局,総務部,秘書課,令和07年07月31日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込について(8月分),"9,752 "
政策企画局,総務部,秘書課,令和07年07月31日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,表彰状用紙の印刷,"199,980 "
政策企画局,総務部,管理課,令和07年07月09日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,政策情報作成支援システム用サーバの借入れ(６月分),"733,700 "
政策企画局,総務部,管理課,令和07年07月09日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,政策情報作成支援システム用端末の借入れ(６月分),"21,120 "
政策企画局,総務部,管理課,令和07年07月09日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,庁議室放送設備等の借入れに要する経費の支出(６月分),"554,070 "
政策企画局,総務部,管理課,令和07年07月09日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,庁議室AV機器の借入れに要する経費の支出(６月分),"173,580 "
政策企画局,総務部,管理課,令和07年07月10日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,複写サービスに関する契約に要する経費の支出(６月分),"134,638 "
政策企画局,総務部,管理課,令和07年07月31日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,敷布団外５点の借入れに要する経費の支払いについて,"9,350 "
政策企画局,総務部,管理課,令和07年07月31日,一般会計,総務費,政策企画費,管理費,役務費,敷布団外５点の借入れに要する経費の支払いについて,"2,200 "
政策企画局,総務部,管理課,令和07年07月31日,一般会計,総務費,政策企画費,管理費,需用費　一般需用費,雑誌の購入（概算契約）に要する経費の支出について,"11,676 "
政策企画局,総務部,管理課,令和07年07月31日,一般会計,総務費,政策企画費,管理費,委託料,政策情報システム運用支援委託（第１四半期分）,"385,000 "
政策企画局,戦略広報部,企画調整課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,役務費,Wi-Fiルーター通信回線に係る経費の支出,"23,400 "
政策企画局,戦略広報部,企画調整課,令和07年07月04日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度裁断機の賃借に係る経費の支出（５月分）,"9,350 "
政策企画局,戦略広報部,企画調整課,令和07年07月04日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,令和７年度裁断機の賃借に係る経費の支出（５月分）,"9,350 "
政策企画局,戦略広報部,企画調整課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,地上デジタル放送番組情報配信委託の支払いについて,"66,000 "
政策企画局,戦略広報部,企画調整課,令和07年07月11日,一般会計,総務費,政策企画費,広報広聴費,役務費,Wi-Fiルーター通信回線に係る経費の支出,"23,400 "
政策企画局,戦略広報部,企画調整課,令和07年07月11日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,R7複数少額資金前渡金(一般需用費)(７月分支出),"7,011 "
政策企画局,戦略広報部,企画調整課,令和07年07月11日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7複数少額資金前渡金(役務費)(７月分支出),"15,710 "
政策企画局,戦略広報部,企画調整課,令和07年07月11日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R7複数少額資金前渡金(使用料及賃借料)(７月支出),"5,758 "
政策企画局,戦略広報部,企画調整課,令和07年07月14日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度裁断機の賃借に係る経費の支出（６月分）,"9,350 "
政策企画局,戦略広報部,企画調整課,令和07年07月14日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,令和７年度裁断機の賃借に係る経費の支出（６月分）,"9,350 "
政策企画局,戦略広報部,企画調整課,令和07年07月14日,一般会計,総務費,政策企画費,広報広聴費,負担金補助及交付金,令和７年度日本広報協会会費納入について,"180,000 "
政策企画局,戦略広報部,企画調整課,令和07年07月15日,一般会計,総務費,政策企画費,広報広聴費,旅費　普通旅費,職員の海外出張に伴う旅費の支出について（シアトル）,"10,327 "
政策企画局,戦略広報部,企画調整課,令和07年07月22日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度労働者派遣（秘書事務）（単価契約）の支払,"274,032 "
政策企画局,戦略広報部,企画調整課,令和07年07月23日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,R7複写サービスに関する契約(単価契約)の支出(6月分),"218,596 "
政策企画局,戦略広報部,企画調整課,令和07年07月23日,一般会計,生活文化費,生活文化費,都民生活費,需用費　一般需用費,R7複写サービスに関する契約(単価契約)の支出(6月分),"9,955 "
政策企画局,戦略広報部,企画調整課,令和07年07月23日,一般会計,生活文化費,都民安全総合対策費,管理費,需用費　一般需用費,R7複写サービスに関する契約(単価契約)の支出(6月分),"3,290 "
政策企画局,戦略広報部,企画調整課,令和07年07月23日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,令和７年度雑誌の定期購読（概算契約）に係る経費,"71,942 "
政策企画局,戦略広報部,企画調整課,令和07年07月23日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,令和７年度雑誌「ＦＡＣＴＡ」、「月刊ＴＨＥＭＩＳ」,"16,627 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度都民の声総合窓口運営委託に係る経費の支出,"291,500 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,委託料,R７年度都民の声業務支援DBの運用保守委託に係る支出,"155,557 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R７年度シュレッダーの借入れに係る経費の支出,"19,800 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R7都民の声業務支援DBサーバ機器等の借入れに係る支出,"335,412 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度ファクシミリの賃借に係る経費の支出,"5,720 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度チケットによるタクシー利用料金の支払,"162,118 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度チケットによるタクシー利用料金の支払,"17,000 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度チケットによるタクシー利用料金の支払,"14,000 "
政策企画局,戦略広報部,企画調整課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度チケットによるタクシー利用料金の支払,"32,665 "
政策企画局,戦略広報部,企画調整課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,日刊紙の購読に係る経費の支出（５月分）,"130,020 "
政策企画局,戦略広報部,企画調整課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"14,966 "
政策企画局,戦略広報部,戦略広報課,令和07年07月01日,一般会計,総務費,政策企画費,広報広聴費,委託料,7年度広報東京都レイアウト、イラスト等委託(5月分）,"5,988,400 "
政策企画局,戦略広報部,戦略広報課,令和07年07月01日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和7年度WEB広報東京都の保守・運用委託（5月分）,"1,353,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月02日,一般会計,総務費,政策企画費,広報広聴費,報償費,法律相談の実施について,"22,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月02日,一般会計,総務費,政策企画費,広報広聴費,役務費,法律相談の実施について,270 
政策企画局,戦略広報部,戦略広報課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都政記録写真管理システム用パソコンの賃借,"8,690 "
政策企画局,戦略広報部,戦略広報課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度都政記録写真WEB検索システム業務委託,"226,600 "
政策企画局,戦略広報部,戦略広報課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都庁総合ホームページ管理用サーバ機器等の借入れ,"47,850 "
政策企画局,戦略広報部,戦略広報課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,デスクトップパソコン外の賃借（長期継続契約）,"27,500 "
政策企画局,戦略広報部,戦略広報課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度「広報東京都」電子チラシの配信及び掲載,"55,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月04日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都音声版の製作・配布委託（単価契約）５月分,"977,027 "
政策企画局,戦略広報部,戦略広報課,令和07年07月07日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7都提供番組「都民ニュース」の制作・放送委託5月,"5,660,380 "
政策企画局,戦略広報部,戦略広報課,令和07年07月07日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都こども版作成編集WEBサイト運営等業務委託,"2,566,300 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7 都提供番組東京GOOD!東京交差点制作・放送委託4月,"34,224,960 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7 都提供番組東京GOOD!東京交差点制作・放送委託4月,"970,587 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7 都提供番組東京GOOD!東京交差点制作・放送委託5月,"30,605,520 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7 都提供番組東京GOOD!東京交差点制作・放送委託5月,"862,743 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和7年度労働者派遣（単価契約）に係る支出（5月分),"1,667,639 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,複数少額支払に係る資金前渡（一般需用費：７月分）,"47,938 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,複数少額支払に係る資金前渡（役務費：７月分）,"12,639 "
政策企画局,戦略広報部,戦略広報課,令和07年07月08日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,複数少額支払に係る資金前渡（使用賃：７月分）,"2,180 "
政策企画局,戦略広報部,戦略広報課,令和07年07月09日,一般会計,総務費,政策企画費,広報広聴費,役務費,Ｒ７ＣＨＴＶ業務用プロバイダ契約に伴う支出,"1,100 "
政策企画局,戦略広報部,戦略広報課,令和07年07月09日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度都庁総合HP運営用プロバイダ契約,770 
政策企画局,戦略広報部,戦略広報課,令和07年07月10日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,令和7年度「広報東京都」上半期分の印刷(6月分）,"9,636,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月10日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7CHTV番組制作･放送等の委託（単価契約）（５月分）,"2,537,700 "
政策企画局,戦略広報部,戦略広報課,令和07年07月14日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都庁総合HP運営に係る機器等の借入れ(長期継続契約),"138,050 "
政策企画局,戦略広報部,戦略広報課,令和07年07月15日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7都庁総合HP英語版の移行等委託の支出(6月分),"7,723,430 "
政策企画局,戦略広報部,戦略広報課,令和07年07月16日,一般会計,総務費,政策企画費,広報広聴費,旅費　普通旅費,職員の海外出張に伴う旅費の支出について（アメリカ）,"4,788,011 "
政策企画局,戦略広報部,戦略広報課,令和07年07月16日,一般会計,総務費,政策企画費,広報広聴費,役務費,海外出張に係る経費の支出について（海外保険料）,"50,640 "
政策企画局,戦略広報部,戦略広報課,令和07年07月16日,一般会計,総務費,政策企画費,広報広聴費,役務費,職員の海外出張に伴う旅費の支出について（アメリカ）,"322,298 "
政策企画局,戦略広報部,戦略広報課,令和07年07月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,職員の海外出張に伴う旅費の支出について（アメリカ）,"11,699,766 "
政策企画局,戦略広報部,戦略広報課,令和07年07月16日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,職員の海外出張に伴う旅費の支出について（アメリカ）,"255,780 "
政策企画局,戦略広報部,戦略広報課,令和07年07月17日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都庁総合ホームページ管理用サーバ機器等の借入れ,"47,850 "
政策企画局,戦略広報部,戦略広報課,令和07年07月17日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,デスクトップパソコン外の賃借（長期継続契約）,"27,500 "
政策企画局,戦略広報部,戦略広報課,令和07年07月17日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度「広報東京都」電子チラシの配信及び掲載,"55,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月23日,一般会計,総務費,政策企画費,広報広聴費,役務費,Ｒ７手話通訳業務委託に伴う支出（５月分）,"97,350 "
政策企画局,戦略広報部,戦略広報課,令和07年07月23日,一般会計,総務費,政策企画費,広報広聴費,報償費,デジタル広報フェローへの謝礼金の支出（6月分）,"21,909 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7ﾃﾚﾋﾞﾗｼﾞｵ視聴率聴取率資料購入･集計ｻｰﾋﾞｽ利用6月分,"385,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和7年度固定IPアドレスの利用契約に係る支出,"10,780 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7 都提供番組東京GOOD!東京交差点制作・放送委託6月,"34,224,960 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7 都提供番組東京GOOD!東京交差点制作・放送委託6月,"970,586 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都こども版作成・編集、WEBサイト運営等委託,"2,566,300 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度広報東京都点字版の製作・配布委託（単契）,"1,190,250 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度海外報道ニュースの視聴に係る支出(6月分),"660,330 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,委託料,戦略広報案件管理システムライセンス提供・運用保守等,"641,300 "
政策企画局,戦略広報部,戦略広報課,令和07年07月24日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7都民事業者向け支援情報サイト運用保守等業務委託,"4,690,785 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度プロンプター機材の賃借（長期継続契約）,"151,910 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度「東京動画」制作用機材の賃借,"39,820 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,「東京動画」更新用機材の賃借（長期継続契約）,"21,417 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都音声版の製作・配布委託（単価契約）６月分,"973,516 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7会見等に係る動画字幕修正等業務委託経費支出(6月),"154,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"3,633 "
政策企画局,戦略広報部,戦略広報課,令和07年07月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"7,681 "
政策企画局,戦略広報部,戦略広報課,令和07年07月28日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都政記録写真管理システム用パソコンの賃借,"8,690 "
政策企画局,戦略広報部,戦略広報課,令和07年07月28日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度都政記録写真WEB検索システム業務委託,"226,600 "
政策企画局,戦略広報部,戦略広報課,令和07年07月28日,一般会計,福祉費,福祉管理費,管理費,委託料,令和７年度　統合ＣＭＳの運用等に係る業務委託,"165,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月28日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度　統合ＣＭＳの運用等に係る業務委託,"52,872,041 "
政策企画局,戦略広報部,戦略広報課,令和07年07月29日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都庁総合HP運営に係る機器等の借入れ(長期継続契約),"138,050 "
政策企画局,戦略広報部,戦略広報課,令和07年07月29日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和７年度都庁総合HPアーカイブ動画配信保守委託,"110,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月29日,一般会計,総務費,政策企画費,広報広聴費,委託料,7年度広報東京都レイアウト、イラスト等委託(6月分),"5,988,400 "
政策企画局,戦略広報部,戦略広報課,令和07年07月29日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度都庁総合HP運営用プロバイダ契約,770 
政策企画局,戦略広報部,戦略広報課,令和07年07月29日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度WEB広報東京都の保守・運用委託（６月分）,"1,353,000 "
政策企画局,戦略広報部,戦略広報課,令和07年07月30日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,R7「東京動画用」機材の賃借（長期継続）に係る支出,"26,620 "
政策企画局,戦略広報部,戦略広報課,令和07年07月30日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ＣＨＴＶ映像スタジオ設備の借入れ（再リース）（R7）,"322,278 "
政策企画局,戦略広報部,戦略広報課,令和07年07月30日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ＣＨＴＶスタジオ機器等の借入れ（長期継続契約）,"767,800 "
政策企画局,戦略広報部,戦略広報課,令和07年07月30日,一般会計,総務費,政策企画費,広報広聴費,役務費,Ｒ７ＣＨＴＶ業務用プロバイダ契約に伴う支出,"1,100 "
政策企画局,戦略広報部,戦略広報課,令和07年07月30日,一般会計,総務費,政策企画費,広報広聴費,役務費,クラウド基盤サービス利用料にかかる支出（４月分）,"11,152 "
政策企画局,戦略広報部,戦略広報課,令和07年07月30日,一般会計,総務費,政策企画費,広報広聴費,役務費,クラウド基盤サービス利用料にかかる支出（５月分）,"11,144 "
政策企画局,戦略広報部,戦略広報課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7「広報東京都」上半期配布委託（6月分7月号）,"18,407,437 "
政策企画局,戦略広報部,戦略広報課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和7年度労働者派遣（単価契約）に係る支出（6月分）,"1,583,793 "
政策企画局,戦略広報部,戦略広報課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"12,870 "
政策企画局,戦略広報部,戦略広報課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"5,940 "
政策企画局,戦略広報部,戦略広報課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"5,940 "
政策企画局,戦略広報部,戦略広報課,令和07年07月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,７月分  公共料金支払,"10,302 "
政策企画局,戦略広報部,報道課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,役務費,共同通信スクリーンニュースの受信（令和７年度）,"968,000 "
政策企画局,戦略広報部,報道課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,日刊紙の購読,"107,310 "
政策企画局,戦略広報部,報道課,令和07年07月03日,一般会計,総務費,政策企画費,広報広聴費,役務費,時事ゼネラルニュースの受信（令和７年度）の支出,"803,000 "
